GeneID	Base mean	log2(FC)	StdErr	Wald-Stats	P-value	P-adj	Chromosome	Start	End	Strand	Feature	Gene symbol
FBgn0028473	22209.0339598119	-0.562626872027385	0.0864162900275549	-6.51065756060558	7.48225398888474e-11	4.12286492088165e-09	chr2R	9396264	9398734	-	protein_coding	Non1
FBgn0036663	7669.7110472058	-0.663468743066253	0.102016308614735	-6.50355567727749	7.84433692185456e-11	4.29502270322556e-09	chr3L	16787572	16807731	-	protein_coding	CG9674
FBgn0044047	523.845912032422	-0.753211541722537	0.115850062594347	-6.50160668760218	7.94666471413336e-11	4.32368531081558e-09	chrX	2331492	2334658	-	protein_coding	Ilp6
FBgn0031547	266.309775541423	-1.17444636143586	0.181232159475445	-6.48034192626272	9.15149874634415e-11	4.94810097841395e-09	chr2L	3522520	3524056	-	protein_coding	Sr-CIV
FBgn0004108	652.649706617504	0.757821105753582	0.116997025674395	6.47726813041055	9.33981386736213e-11	5.01855464388508e-09	chr3L	16766071	16777465	+	protein_coding	Nrt
FBgn0259740	677.163602332149	0.768433217390773	0.118739879305208	6.47156811921288	9.69910146469941e-11	5.17943992414288e-09	chr3R	10849824	10851788	+	protein_coding	CG42394
FBgn0013811	350.766319884128	-0.837222991327366	0.130648312366546	-6.40821895179524	1.47229373719965e-10	7.81399577945654e-09	chr3L	1759171	1771758	-	protein_coding	Dhc62B
FBgn0011274	792.847146384338	-0.686237649614325	0.107194860287931	-6.4017775457802	1.53578322391527e-10	8.10125650615303e-09	chr2L	17413247	17433161	-	protein_coding	Dif
FBgn0063492	587.272882946283	0.728299377255145	0.113857806956794	6.39656951702499	1.58906504522278e-10	8.33151618558924e-09	chr2R	18407833	18408955	+	protein_coding	GstE8
FBgn0031313	1469.82770076219	-0.669145075646088	0.104658177958787	-6.39362435594463	1.61999128771431e-10	8.44249676507015e-09	chr2L	1160289	1163886	-	protein_coding	CG5080
FBgn0286071	428.145746911557	0.750270884149414	0.117661194722066	6.3765363416687	1.81137782736456e-10	9.34142546693799e-09	chr3R	15442245	15476193	-	protein_coding	AdamTS-A
FBgn0052412	1131.76148525344	-0.630823571157829	0.0989324177504246	-6.37630804443897	1.81407869430769e-10	9.34142546693799e-09	chr3L	5900834	5902456	-	protein_coding	QC
FBgn0267635	176.565094178472	1.04538476711171	0.164594201723655	6.3512855019453	2.135229949664e-10	1.09301031328659e-08	chr3L	20404269	20407558	+	ncRNA	lncRNA:CR45973
FBgn0031307	1808.84152391546	0.709308531173971	0.111966239140562	6.33502149057187	2.37308194447561e-10	1.20761952362697e-08	chr2L	1143200	1147395	+	protein_coding	MFS3
FBgn0033775	46.2344311814749	1.38551806521408	0.218762127096459	6.33344575500113	2.39745621338632e-10	1.21288852058509e-08	chr2R	12840812	12842558	-	protein_coding	Cyp9h1
FBgn0250867	536.709593799802	0.771922357640791	0.12199114993529	6.32769145999736	2.48856102088107e-10	1.25165938323501e-08	chr2L	20965519	21052164	-	protein_coding	CG42238
FBgn0030529	9571.39441043706	-0.53864282733485	0.0854195517766628	-6.3058493767701	2.86617671838981e-10	1.43325403414973e-08	chrX	13812970	13822307	-	protein_coding	Clic
FBgn0038865	273.983994701258	-0.913893018846634	0.145276311300667	-6.2907229035794	3.15990950047023e-10	1.5710561545154e-08	chr3R	21159237	21161092	-	protein_coding	cDIP
FBgn0005640	1578.9920730356	0.624001295080313	0.0992518955015097	6.28704662946031	3.23562215051293e-10	1.59950669851928e-08	chr3L	3515750	3610521	+	protein_coding	Eip63E
FBgn0011722	12863.6403897208	-0.59717127201182	0.0950654238530532	-6.2816873665329	3.34917834414382e-10	1.64623533268115e-08	chr2L	6415178	6423310	-	protein_coding	Tig
FBgn0263873	778.528343280311	-0.87097125949146	0.138946190493432	-6.26840690196996	3.6476059671144e-10	1.78279317635631e-08	chr2L	19796364	19958424	+	protein_coding	sick
FBgn0027594	7074.89319118208	-0.555389564039295	0.0887052207071124	-6.26106963729998	3.82345725591696e-10	1.85824318656953e-08	chr3L	1715594	1731107	-	protein_coding	drpr
FBgn0030037	709.111525770565	0.652344712292128	0.104525171205963	6.24102983774795	4.34699308444586e-10	2.10088475829839e-08	chrX	8433922	8437820	-	protein_coding	Miga
FBgn0025678	10053.0401293928	0.497143197038626	0.0796900706956995	6.23845847667763	4.41903886891795e-10	2.12383918083384e-08	chr2L	16354885	16356735	-	protein_coding	CaBP1
FBgn0039809	571.099435499704	-0.82236745522391	0.132095705974134	-6.2255426787676	4.7989199154263e-10	2.29367161261618e-08	chr3R	30881791	30883503	-	protein_coding	CG15547
FBgn0033724	152.113964994451	1.14790616375501	0.18449554665254	6.22186380420803	4.91283425020784e-10	2.33521588453561e-08	chr2R	12383044	12384520	+	protein_coding	CG8501
FBgn0260745	6027.53404929252	-0.5709258709666	0.0920216861053904	-6.20425353120276	5.49571278993639e-10	2.59800061998578e-08	chr3R	11984861	11993315	-	protein_coding	mfas
FBgn0013272	13716.1287419496	-0.477810674856846	0.0770488174362981	-6.20140179635965	5.59624360402547e-10	2.63114692491437e-08	chr2R	22317661	22329416	+	protein_coding	Gp150
FBgn0026376	1386.51399323404	-0.885337436460344	0.14289277838687	-6.19581651679673	5.79836428879688e-10	2.7114405114801e-08	chr3L	13906896	13925335	-	protein_coding	Rgl
FBgn0035344	76.8633213284638	-1.23392590459841	0.199417454129517	-6.18765247999306	6.10667681696581e-10	2.8402613518049e-08	chr3L	2476258	2478448	-	protein_coding	Cyp4d20
FBgn0262620	253.433214611439	0.959465660935793	0.155569691160118	6.16743308918878	6.94074668312584e-10	3.21093045752522e-08	chr2L	21657624	21658249	+	ncRNA	lncRNA:CR43144
FBgn0267252	106.908419399831	-1.13170550005997	0.183541014694474	-6.16595425248049	7.00593389463883e-10	3.22384755970854e-08	chr2L	9256562	9302494	+	protein_coding	Ggamma30A
FBgn0038877	990.843483929096	-0.639341472271354	0.104024717798346	-6.14605341694586	7.94345423949528e-10	3.61678013820388e-08	chr3R	21271077	21273817	-	protein_coding	CG3308
FBgn0261808	398.092236317446	-0.796793776652155	0.129633545474543	-6.14650917503934	7.92067430906859e-10	3.61678013820388e-08	chr3R	11197591	11208633	+	protein_coding	cu
FBgn0027949	1427.83789410477	0.600432604036602	0.097747364256572	6.14269866613035	8.1131107450145e-10	3.67468696623667e-08	chr2L	19577700	19579131	+	protein_coding	msb1l
FBgn0026721	3814.69173431834	-0.698509196306852	0.113754010445915	-6.14052369291158	8.22498653365697e-10	3.70595617201388e-08	chr2R	17054001	17059299	+	protein_coding	fat-spondin
FBgn0032638	127.181816828965	-1.15001461035922	0.187385229795509	-6.13716786330608	8.40056078917082e-10	3.76545343974698e-08	chr2L	17454262	17455923	-	protein_coding	SPH93
FBgn0010591	1627.43657165247	-0.648627250613317	0.105712160230334	-6.13578654716768	8.4738873583137e-10	3.7787422441635e-08	chr2R	17088440	17091958	-	protein_coding	Sply
FBgn0020257	1097.4672937257	-0.634936971897796	0.103575263421281	-6.13019895798151	8.77692440874771e-10	3.89380374667059e-08	chr2R	22684954	22688987	-	protein_coding	Ppa
FBgn0086355	4042.68258338477	0.635031740274584	0.103852545073416	6.11474412905013	9.67120112532573e-10	4.26865106812208e-08	chr3R	30132980	30134599	-	protein_coding	Tpi
FBgn0266005	390.666666964937	-0.84109681403189	0.137758487452764	-6.10558978676573	1.02421756822192e-09	4.49771887446085e-08	chrX	1047241	1088866	+	ncRNA	lncRNA:CR44779
FBgn0034354	364.623569850594	0.836998592197636	0.137746496738451	6.07636935977328	1.22934068039818e-09	5.37122536672963e-08	chr2R	18503607	18505025	+	protein_coding	GstE11
FBgn0031258	144.272042695933	-1.08185091443132	0.178535372330196	-6.05958864235861	1.36470104638717e-09	5.93267776497259e-08	chr2L	458875	472200	-	protein_coding	CG4297
FBgn0000299	50267.4259535465	0.570406589415686	0.0943621975362946	6.04486334897287	1.49536689178414e-09	6.46820949041232e-08	chr2L	5029608	5037279	+	protein_coding	Col4a1
FBgn0035761	564.700336405343	0.68206873457729	0.113190555099254	6.02584494774498	1.68228403921655e-09	7.24051702649868e-08	chr3L	7321098	7323411	-	protein_coding	RhoGEF4
FBgn0033782	157.571372881534	-1.09183419849561	0.181459603434085	-6.01695461597443	1.77728882756099e-09	7.61154735011393e-08	chr2R	12924566	12930644	+	protein_coding	sug
FBgn0037635	191.252929697033	-0.907131454033857	0.151016045744551	-6.00685476540886	1.89156812964817e-09	8.06106201457452e-08	chr3R	8807678	8813579	-	protein_coding	CG9837
FBgn0031689	270.377587704601	0.862398316936913	0.143624001587397	6.00455569685638	1.91856547686122e-09	8.13603428447373e-08	chr2L	5210459	5212445	+	protein_coding	Cyp28d1
FBgn0036007	1246.17384961202	0.704514563779813	0.117357211195505	6.0031638158661	1.9350920138126e-09	8.16608829828918e-08	chr3L	9494554	9505328	-	protein_coding	path
FBgn0267488	2392.10085049677	0.60315505510716	0.100562119872194	5.99783552568025	1.9996489870971e-09	8.39755504241604e-08	chr2L	8074116	8082982	-	protein_coding	Mcr
FBgn0032029	336.377592910783	-0.836202540528414	0.140013380775425	-5.97230447473907	2.33925424877454e-09	9.77627464065148e-08	chr2L	8370453	8374250	+	protein_coding	CG17292
FBgn0039640	72.4661209150608	-1.24106483203947	0.208144703048554	-5.96250980141431	2.483927469736e-09	1.03309887214837e-07	chr3R	29138661	29145787	+	protein_coding	CG14516
FBgn0027091	1170.16222236978	-0.622566632163319	0.104457067372138	-5.96002403499772	2.52200836692121e-09	1.04391839149451e-07	chr2R	16143146	16145906	+	protein_coding	CysRS
FBgn0035266	376.184083146777	0.87339414660281	0.146817299892838	5.94885035510325	2.70032370874752e-09	1.10713272058648e-07	chr3L	1738406	1745421	+	protein_coding	Gk2
FBgn0031913	980.618035532498	-0.716827606956324	0.120493507110628	-5.94909737582944	2.69625206612198e-09	1.10713272058648e-07	chr2L	7430529	7433516	-	protein_coding	CG5958
FBgn0035727	67.8155455971664	1.20862678117619	0.203307310753517	5.94482695529573	2.76749056638258e-09	1.12931890989508e-07	chr3L	6971578	6972467	-	protein_coding	CG10063
FBgn0035232	1724.86493440446	-0.55446891712706	0.0933788327293178	-5.93784373739528	2.8879509768112e-09	1.17294196715463e-07	chr3L	1555362	1558484	-	protein_coding	CG12099
FBgn0039098	310.969627481851	-0.888102999432067	0.149607638904557	-5.93621425974539	2.91678572261937e-09	1.17911744328879e-07	chr3R	23677357	23678421	+	protein_coding	GILT3
FBgn0032036	7839.05070773397	-0.557582292745768	0.0941334839225772	-5.92331516386207	3.15515326139847e-09	1.26954562159805e-07	chr2L	8384454	8388804	+	protein_coding	CG13384
FBgn0001122	1027.09758660478	0.683571426800396	0.115880841065683	5.89891668470835	3.65895924861163e-09	1.45869384607093e-07	chr2R	10437984	10465701	+	protein_coding	Galphao
FBgn0030598	37.7032368701724	1.337877853778	0.2267928707935	5.8991177681073	3.65450331374425e-09	1.45869384607093e-07	chrX	14919251	14923493	-	protein_coding	CG9503
FBgn0003074	2130.24900297736	0.58099596274322	0.098716791534047	5.88548263891698	3.96894049735467e-09	1.57501395608327e-07	chr2R	8910899	8914069	-	protein_coding	Pgi
FBgn0031117	336.254576317748	0.834531405356742	0.141931711687274	5.87980934941099	4.10739291544425e-09	1.62251397769444e-07	chrX	20467454	20469796	+	protein_coding	GstT3
FBgn0036896	629.989428236084	-0.778468240283151	0.132492629019641	-5.87555885971401	4.21419193222538e-09	1.65713520025826e-07	chr3L	19624405	19635783	-	protein_coding	wnd
FBgn0039613	2547.99351143886	-0.542599424512309	0.0925100145329824	-5.86530471594356	4.48308621118786e-09	1.7548949689134e-07	chr3R	28880791	28882945	+	protein_coding	Nepl20
FBgn0259821	174.460594885044	0.923938281571276	0.157634219506797	5.86127989507656	4.59313007939634e-09	1.78987244670531e-07	chr3R	4077938	4104326	+	protein_coding	CG42402
FBgn0032859	3511.72837246072	-0.489980435485815	0.0838214561471372	-5.84552521523511	5.04972434517397e-09	1.95897602287444e-07	chr2L	20417056	20423027	+	protein_coding	Arpc2
FBgn0039886	885.299777879607	-0.623354840157913	0.107307242405115	-5.80906587650975	6.28223683750888e-09	2.42623352148613e-07	chr3R	31978120	31990909	+	protein_coding	CG2003
FBgn0005660	197.644292025189	0.866604176850203	0.149214688566292	5.80776721901072	6.33114559286017e-09	2.43425513439259e-07	chr2L	544924	552923	-	protein_coding	Ets21C
FBgn0263041	109.590839178953	-1.20135517734007	0.207593733408368	-5.78704933725924	7.16335444045989e-09	2.742043330284e-07	chr3R	15637167	15638181	+	protein_coding	CG43336
FBgn0266873	904.60022001994	0.592157043962067	0.102508542966467	5.77666043068991	7.61978470593601e-09	2.90391002163226e-07	chr2L	21929063	21931698	+	ncRNA	lncRNA:CR45334
FBgn0039776	3295.23429071967	-0.510851703498955	0.088519372857578	-5.77107233148706	7.87686520443863e-09	2.98871758261397e-07	chr3R	30466049	30485799	+	protein_coding	PH4alphaEFB
FBgn0001091	4204.60098406652	0.617838640408868	0.107341385939968	5.7558287979848	8.62177308499336e-09	3.25707244359291e-07	chr2R	7791900	7793380	-	protein_coding	Gapdh1
FBgn0262579	5507.8144092503	-0.567990691256407	0.0988533572665663	-5.74579060299159	9.14924749178336e-09	3.4337555210684e-07	chr3L	8063873	8108897	+	protein_coding	Sarm
FBgn0034400	5921.06015797587	-0.528551419003329	0.0919951272429684	-5.74542842478353	9.16885360497978e-09	3.4337555210684e-07	chr2R	18836820	18846619	-	protein_coding	CG15099
FBgn0010225	12838.8535145438	-0.488592876323607	0.0855110829240861	-5.71379591528929	1.10483490335575e-08	4.11979601247009e-07	chr3R	4235216	4241057	+	protein_coding	Gel
FBgn0030349	1835.99646992066	-0.569767977160692	0.0999112063724818	-5.70274344437924	1.17894359277364e-08	4.3772708244999e-07	chrX	11877736	11887162	-	protein_coding	CG10353
FBgn0038660	1608.4141633272	-0.51740768148848	0.090857097464298	-5.69474147786631	1.2355899607762e-08	4.56798664558758e-07	chr3R	18911052	18912922	-	protein_coding	Sgsh
FBgn0033504	2126.56574869333	-0.67117383252226	0.117889066047485	-5.69326617832322	1.24631856528328e-08	4.58804336521942e-07	chr2R	10269015	10307024	+	protein_coding	CAP
FBgn0031516	869.771749287961	0.667558449017866	0.117509047140297	5.6809110895168	1.33979115135031e-08	4.91124290268284e-07	chr2L	3294925	3303130	-	protein_coding	CG9663
FBgn0015568	206.461249517425	0.892371094858402	0.157245659480572	5.67501257463108	1.38678468449787e-08	5.04081022623222e-07	chr3R	7545732	7549124	-	protein_coding	alpha-Est1
FBgn0259224	300.212383073638	0.956099040671923	0.168475251462402	5.67501180364934	1.38679093034709e-08	5.04081022623222e-07	chr3L	3472446	3510895	+	protein_coding	CG42324
FBgn0041629	13052.960107701	0.518892318979326	0.0920351990214996	5.63797682295565	1.72059659353673e-08	6.22798373668881e-07	chrX	8709651	8712478	+	protein_coding	Hexo2
FBgn0032775	3158.99874918198	-0.716980192097692	0.127402344494375	-5.62768444288204	1.82644822105914e-08	6.58358481682609e-07	chr2L	19390369	19398493	-	protein_coding	CG17544
FBgn0027348	235.794389602953	-0.900872396313194	0.16020690740666	-5.6231807410555	1.87473071516891e-08	6.72958316055032e-07	chr2L	14013003	14019328	+	protein_coding	bgm
FBgn0037739	321.346490790778	0.732968068770459	0.130406282460942	5.62064997896085	1.90240356776521e-08	6.80069969617224e-07	chr3R	9746166	9747744	-	protein_coding	CG12948
FBgn0045852	2114.68150951203	-0.620682805742883	0.110576188177568	-5.61316876601101	1.98654676876461e-08	7.07226999859367e-07	chr2L	18762873	18792906	-	protein_coding	ham
FBgn0285963	1757.67897996889	0.515462856943665	0.0919940182382104	5.6032214573878	2.10404117849003e-08	7.45986075209724e-07	chr3R	26915760	26945309	+	protein_coding	CG46339
FBgn0020248	35.9047135379435	1.26566552186407	0.225997956765416	5.60034055165295	2.13931106130985e-08	7.55395101689451e-07	chr3L	1475437	1489547	-	protein_coding	stet
FBgn0029095	4112.6592551366	-0.489476379039526	0.0875487991923926	-5.59089768854372	2.25898663920868e-08	7.94410301455053e-07	chr2L	861848	868354	-	protein_coding	aru
FBgn0259111	2429.07199011956	0.574482478811161	0.102963715030418	5.57946533535084	2.41259018278386e-08	8.44992618269766e-07	chr2L	7223327	7249343	-	protein_coding	Ndae1
FBgn0013680	77.348280515649	1.27422365710986	0.229629769706279	5.5490351217951	2.87250474436342e-08	1.00201768320516e-06	chrM	239	1263	+	protein_coding	mt:ND2
FBgn0010470	4891.89087003612	0.453692302579263	0.0821190210726488	5.52481382087947	3.29835185254841e-08	1.14594545688339e-06	chr2R	21487166	21497929	-	protein_coding	Fkbp14
FBgn0000079	158.98640027863	-1.00042945394422	0.181643484747676	-5.50765393723832	3.63647380554098e-08	1.2583653956694e-06	chr2R	17118635	17120303	-	protein_coding	Amy-p
FBgn0027596	533.478042710814	-0.769667995979879	0.1402096343389	-5.48940876715733	4.03281352026765e-08	1.38995497067074e-06	chr2R	14901474	14928425	-	protein_coding	Kank
FBgn0001114	38048.8325026404	-0.536941842675946	0.0978742148122419	-5.48603984926975	4.11044210423994e-08	1.41108867634046e-06	chr2L	8672697	8676804	+	protein_coding	Glt
FBgn0086906	1145.87853291593	0.676315957928564	0.124139606993759	5.44802721956872	5.09315653341916e-08	1.74153743757348e-06	chr3L	2039680	2115611	-	protein_coding	sls
FBgn0013688	23.9087109850574	1.24428187016574	0.229178236816384	5.42931950018732	5.65693330918574e-08	1.92669803377031e-06	chrM	14130	14916	-	rRNA	mt:srRNA
FBgn0033188	1323.15003525026	-0.533855461673787	0.0983985577192956	-5.42543990529548	5.78119785875664e-08	1.96129971278838e-06	chr2R	7526117	7532981	-	protein_coding	Drat
FBgn0041342	3686.39361309026	-0.545022678785431	0.100485845400068	-5.42387513998126	5.83206278052699e-08	1.97082715290387e-06	chr3L	1546091	1553504	+	protein_coding	Pcyt1
FBgn0039637	2997.77528783014	-0.508095537313776	0.0937733767268795	-5.41833466009905	6.01567346128077e-08	2.02496463476809e-06	chr3R	29123369	29128247	+	protein_coding	Ctl2
FBgn0261602	49355.7936660565	-0.606259191998191	0.111961062894302	-5.4149110085757	6.13191955550308e-08	2.05609442149834e-06	chr3L	2587455	2588883	+	protein_coding	RpL8
FBgn0013576	2588.57024242894	-0.472897036364476	0.087358910187853	-5.41326620659047	6.18853800305912e-08	2.06706726889824e-06	chr3R	5270115	5350443	-	protein_coding	mtd
FBgn0036732	2476.20284839816	-0.550286421300112	0.101953218102383	-5.3974404294674	6.75983069238105e-08	2.24920366614571e-06	chr3L	17487117	17511693	+	protein_coding	Oatp74D
FBgn0034391	66.0378425327785	1.11602046778701	0.207833070612508	5.36979251905373	7.88272794431798e-08	2.61277699027949e-06	chr2R	18783298	18794594	+	protein_coding	CG15080
FBgn0003447	37.2978097085874	1.21754223470981	0.227595540008852	5.34958740695206	8.81549767539598e-08	2.91079657976529e-06	chrX	7964023	7986601	+	protein_coding	sn
FBgn0264693	4477.18193169954	-0.532398421655304	0.0997436389809486	-5.33766791641715	9.41496959099994e-08	3.09691642326009e-06	chr3L	4122906	4134550	-	protein_coding	ens
FBgn0052681	158.735978018403	-0.888171309853432	0.166976233144578	-5.31914807950184	1.04254259408136e-07	3.41630150810525e-06	chrX	10376650	10381352	-	protein_coding	CG32681
